instance,J,T,C,solver,time_limit(msec),status,objective,schedule
instances/MTSP/Catanzaro/A1-1.txt,10,10,4,org.minizinc.mip.cplex,900000,optimal,10,"[1, 8, 7, 4, 3, 6, 2, 10, 5, 9]"
instances/MTSP/Catanzaro/A1-10.txt,10,10,4,org.minizinc.mip.cplex,900000,optimal,8,"[5, 3, 4, 6, 8, 10, 2, 1, 7, 9]"
instances/MTSP/Catanzaro/A1-2.txt,10,10,4,org.chuffed.chuffed,300000,optimal,7,"[4, 1, 5, 7, 9, 6, 8, 3, 2, 10]"
instances/MTSP/Catanzaro/A1-3.txt,10,10,4,org.minizinc.mip.cplex,900000,optimal,8,"[3, 8, 6, 10, 5, 2, 1, 4, 9, 7]"
instances/MTSP/Catanzaro/A1-4.txt,10,10,4,org.minizinc.mip.cplex,900000,optimal,9,"[2, 10, 6, 5, 8, 1, 4, 9, 3, 7]"
instances/MTSP/Catanzaro/A1-5.txt,10,10,4,org.minizinc.mip.cplex,900000,optimal,9,"[6, 2, 1, 5, 3, 9, 10, 8, 4, 7]"
instances/MTSP/Catanzaro/A1-6.txt,10,10,4,org.minizinc.mip.cplex,900000,optimal,10,"[5, 6, 9, 4, 1, 2, 10, 3, 7, 8]"
instances/MTSP/Catanzaro/A1-7.txt,10,10,4,org.minizinc.mip.cplex,900000,optimal,8,"[1, 4, 3, 8, 6, 10, 9, 2, 7, 5]"
instances/MTSP/Catanzaro/A1-8.txt,10,10,4,org.chuffed.chuffed,300000,optimal,7,"[8, 2, 9, 7, 6, 3, 1, 4, 5, 10]"
instances/MTSP/Catanzaro/A1-9.txt,10,10,4,org.minizinc.mip.cplex,900000,optimal,9,"[3, 8, 1, 7, 10, 9, 2, 4, 6, 5]"
instances/MTSP/Catanzaro/A2-1.txt,10,10,5,org.chuffed.chuffed,300000,optimal,6,"[2, 10, 6, 9, 4, 3, 1, 7, 8, 5]"
